Client,Symbol,Name,Sector,Quantity,Buy Price,Current Price,Market Value,Purchase Date,Dividend Yield,P/E Ratio,52-Week High,52-Week Low,Analyst Rating,Target Price,Risk Level
Clientx13,GOOGL,Alphabet Inc.,Communication Services,196,708.73,1337.01,262053.96,11/24/21,1.27,17.81,1960.17,847.12,Hold,1461.06,Low
Client_13,QQQ,Invesco QQQ Trust,ETF,110,142.04,1421.07,156317.7,4/23/21,2.35,20.96,1678.7,1197.06,Hold,1587.76,Medium
Client_13,IVV,iShares Core S&P 500 ETF,ETF,166,1141.64,1456.5,241779,3/3/21,1.38,23.26,1987.95,893.7,Sell,1469.41,Medium
Client_13,AMZN,Amazon.com Inc.,Consumer Discretionary,175,275.57,290.32,50806,11/28/21,1.98,28.63,299.18,266.7,Buy,313.88,High
Client_13,WMT,Walmart Inc.,Consumer Staples,133,963.11,516.84,68739.72,3/3/21,0.55,15.79,715.82,447.27,Buy,533.7,Medium
Client_13,DIA,SPDR Dow Jones Industrial Average ETF,ETF,20,475.45,1490.03,29800.6,11/21/21,2.93,15.86,2084.86,1057.32,Hold,1352.57,Low
Client_13,FB,Meta Platforms Inc.,Communication Services,16,1215.99,572.46,9159.36,2/10/21,0.63,25.09,840.77,395.37,Sell,582.26,High
Client_13,JNJ,Johnson & Johnson,Health Care,198,367.79,179.69,35578.62,9/17/21,0.3,6.6,220.42,140.26,Buy,177.41,Low
Client_13,MSFT,Microsoft Corp.,Technology,25,603.99,313,7825,2/6/21,2.42,13.4,326.09,174.22,Buy,338.18,Low
Client_13,BRK.A,Berkshire Hathaway Inc.,Financials,130,164.99,917.72,119303.6,12/17/21,1.15,29.93,1220.6,549.54,Sell,957.98,Medium
Client_13,V,Visa Inc.,Financials,62,1169.74,667.09,41359.58,1/6/21,1.47,20.91,794.15,584.96,Buy,791.84,Medium
Client_13,TSLA,Tesla Inc.,Consumer Discretionary,11,511.01,314.31,3457.41,1/18/21,3.62,,395.98,226.89,Sell,376.56,Low
Client_13,VOO,Vanguard S&P 500 ETF,ETF,51,1121.16,597.98,30496.98,9/17/21,0.6,13.22,872.76,312.9,Sell,623.59,Low
Client_13,SPY,SPDR S&P 500 ETF,ETF,83,463.5,152.65,12669.95,5/22/21,2.98,11.26,186.18,144.93,Buy,170.2,High
Client_14,VOO,Vanguard S&P 500 ETF,ETF,129,379.48,698.98,90168.42,2/19/21,1.35,18.04,723.04,692.94,Buy,763.38,Low
Client_14,IVV,iShares Core S&P 500 ETF,ETF,151,988.2,782.4,118142.4,4/21/21,3.93,6.36,956.3,553.54,Hold,813.74,High
Client_14,JNJ,Johnson & Johnson,Health Care,146,320.44,874.81,127722.26,2/7/21,2.45,29.66,953.1,711.99,Sell,1021.1,High
Client_14,V,Visa Inc.,Financials,152,1226.24,308.78,46934.56,9/9/21,2.5,9.23,453.82,172.79,Buy,361.22,Low
Client_14,BRK.A,Berkshire Hathaway Inc.,Financials,191,1299.94,1439.14,274875.74,11/28/21,1.44,29.68,1622.33,1136.9,Buy,1390.18,High
Client_1j,WMT,Walmart Inc.,Consumer Staples,111,1113.53,167.32,18572.52,2/11/21,4.96,15.93,183.31,95.86,Hold,156.13,Medium
blient_14,AAPL,Apple Inc.,Technology,24,1355.32,959.93,23038.32,8/27/21,3.88,9.46,1337.56,905.82,Buy,919.46,High
Client_14,DIA,,ETF,157,365.05,413.24,64878.68,7/23/21,0.38,6.27,499.76,357.69,Sell,418.63,Medium
Client_14,SPY,SPDR S&P 500 ETF,ETF,124,800,1117.15,138526.6,1/14/21,2.39,22.46,1164.24,641.31,Sell,1041.8,Medium
Client_14,MSFT,Microsoft Corp.,Technology,176,862.81,1177.27,207199.52,1/11/21,0.98,21.82,1564.15,954.29,Hold,1224.23,High
Client_14,FB,,Communication Services,66,474.17,568.79,37540.14,1/9/21,1.2,22.13,596.03,531.65,Buy,610.06,High
Client_14,GOOGL,Alphabet Inc.,Communication Services,97,1311.26,1289.18,125050.46,6/12/21,0.58,21.25,1422.05,1212.01,Sell,1538.56,Medium
Client_14,AMZN,Amazon.com Inc.,Consumer Discretionary,118,538.11,1219.51,143902.18,5/14/21,2.29,22.1,1381.77,1069.13,Sell,1399.36,Medium
Client_14,QQQ,Invesco QQQ Trust,ETF,74,1384.3,1384.88,102481.12,4/25/21,4.46,9.64,1800.51,750.77,Sell,1495.96,Medium
Client_14,TSLA,Tesla Inc.,Consumer Discretionary,138,707.85,292.37,40347.06,2/6/21,3.42,16.11,409.59,205.36,Hold,313.41,Low
Client_15,BRK.A,Berkshire Hathaway Inc.,Financials,178,445.41,1134.23,201892.94,8/15/21,4.19,13.55,1261,951.76,Hold,1104.72,High
ilient_15,SPY,SPDR S&P 500 ETF,ETF,136,535.39,1444.08,196394.88,8/5/21,4.84,24.79,1878.56,1303.01,Buy,1704.5,High
Client_15,JNJ,Johnson & Johnson,Health Care,173,871.42,1495.05,258643.65,9/6/21,0.2,5.2,1799.37,1038.15,Buy,1783.97,Low
Client_15,AMZN,Amazon.com Inc.,Consumer Discretionary,120,981.67,1128.28,135393.6,2/6/21,1.51,15.09,1420.67,750.36,Sell,1256.93,Medium
Client_15,TSLA,Tesla Inc.,Consumer Discretionary,33,155.67,521.43,17207.19,11/9/21,1.57,20.93,746.05,458.69,Buy,594.17,Low
Client_15,QQQ,Invesco QQQ Trust,ETF,158,696.26,496.91,78511.78,2/24/21,4.22,12.28,640.43,268.16,Hold,566.86,Low
tlient_15,GOOGL,Alphabet Inc.,Communication Services,118,1325.37,548.96,64777.28,5/26/21,4.73,22.07,681.84,364.08,Hold,601.77,
Client_15,DIA,SPDR Dow Jones Industrial Average ETF,ETF,197,1347.07,800.12,157623.64,6/1/21,1.76,9.85,979.76,425.4,Hold,745.93,Medium
Client_15,IVV,iShares Core S&P 500 ETF,ETF,25,665.52,1288.66,32216.5,3/8/21,3.87,11.12,1340.2,798.45,Hold,1340,Medium
Client_15,FB,Meta Platforms Inc.,Communication Services,79,1256.6,367.65,29044.35,1/2/21,2.93,29.26,505.14,305.62,Buy,331.99,Low
Client_15,WMT,Walmart Inc.,Consumer Staples,77,252.63,1036.28,79793.56,6/17/21,4,17.95,1108.37,740.67,Buy,1020.8,Low
Client_15,V,Visa Inc.,Financials,176,255.01,370.2,65155.2,8/4/21,0.79,15.35,505.94,363.15,Buy,437.49,Low
Client_15,MSFT,Microsoft Corp.,Technology,177,809.99,1108.83,196262.91,2/20/21,4.05,5.64,1418.4,1102.64,Sell,1062.7,Medium
Client_15,AAPL,Apple Inc.,Technology,52,803.62,556.23,28923.96,6/20/21,2.38,27.87,587.77,541.32,Buy,634.74,Medium
Client_15,VOO,Vanguard S&P 500 ETF,ETF,49,1011.65,355.33,17411.17,11/2/21,1.61,12.91,495.73,246.99,Hold,335.66,High
Client_16,V,Visa Inc.,Financials,24,444.76,846.61,20318.64,7/25/21,4.34,14.05,1066.48,467.19,Hold,979.27,High
Client_16,DIA,SPDR Dow Jones Industrial Average ETF,ETF,186,306.65,1290.86,240099.96,5/15/21,2.82,15.23,1622.09,970.42,Buy,1179.33,Low
Client_16,WMT,Walmart Inc.,Consumer Staples,40,993.13,709.27,28370.8,4/18/21,3.6,25,716.83,578.31,Sell,739.75,Low
Client_16,JNJ,Johnson & Johnson,Health Care,151,1322.16,955.66,144304.66,2/4/21,0.75,25.43,1217.66,658.08,Buy,941.35,Medium
Client_16,QQQ,Invesco QQQ Trust,ETF,110,185.15,1418.47,156031.7,1/7/21,2.17,6.49,2043.72,1010.23,Buy,1286.6,High
Client_16,VOO,Vanguard S&P 500 ETF,ETF,19,606.11,99.22,1885.18,2/16/21,4.59,22.29,126.78,81.57,Sell,114.48,High
Client_16,IVV,iShares Core S&P 500 ETF,ETF,84,487.97,564.35,47405.4,11/15/21,0.69,20.04,643.31,528.08,Buy,662.98,Low
Client_16,BRK.A,Berkshire Hathaway Inc.,Financials,196,385.32,532.7,104409.2,7/25/21,2.38,22.05,677.86,308.82,Sell,522.31,High
Client_16,FB,Meta Platforms Inc.,Communication Services,87,882.89,1130.87,98385.69,1/8/21,2.96,16.48,1367.04,1108.35,Sell,1057.6,Low
Cliemt_16,MSFT,Microsoft Corp.,Technology,14,556.81,399.35,5590.9,4/25/21,1.98,9.92,591.63,371.52,Hold,408.95,Low
Client_16,SPY,SPDR S&P 500 ETF,ETF,79,853.41,,17654.92,2/12/21,3.54,10.36,232.75,151.88,Hold,207.17,High
Client_16,AMZN,Amazon.com Inc.,Consumer Discretionary,121,308.27,266.55,32252.55,4/7/21,4.16,14.2,294.65,250.09,Sell,254.89,Low
Client_16,AAPL,Apple Inc.,Technology,164,579.88,1283.79,210541.56,2/17/21,1.53,7.35,1576.58,1179.89,Sell,1294.67,Medium
Client_o6,GOOGL,Alphabet Inc.,Communication Services,88,1265.39,1037.31,91283.28,7/28/21,0.23,23.81,1224.52,594.37,Buy,1036.99,Medium
Client_16,TSLA,Tesla Inc.,Consumer Discretionary,72,605.33,1013.06,72940.32,9/21/21,0.07,8.17,1426.76,754.73,Sell,1133.28,Low
Client_17,DIA,SPDR Dow Jones Industrial Average ETF,ETF,73,146.12,749.37,54704.01,5/23/21,2.91,7.76,849.77,594.69,Buy,776.75,High
Client_17,IVV,iShares Core S&P 500 ETF,ETF,98,751.65,471.36,46193.28,10/28/21,0.28,27.48,678.3,398.83,Buy,438.51,Medium
Client_17,BRK.A,Berkshire Hathaway Inc.,Financials,86,305.16,1088.93,93647.98,9/11/21,2.9,14.32,1522.34,860.98,Sell,1116.34,Medium
Client_17,V,Visa Inc.,Financials,103,421.76,200.48,20649.44,7/18/21,3.43,11.96,283.49,114.93,Buy,235.88,High
Client_17,QQQ,Invesco QQQ Trust,ETF,50,145.79,320.5,16025,9/17/21,1.11,9.85,379.12,178.51,Hold,307.41,High
Client_17,VOO,Vanguard S&P 500 ETF,ETF,19,601.43,1175.75,22339.25,4/3/21,3.27,19.72,1495.65,724.5,Sell,1139.84,High
Client_17,FB,Meta Platforms Inc.,Communication Services,154,757.56,1465.1,225625.4,4/13/21,2.73,8.14,1685.09,905.63,Sell,1442.86,High
Client_17,AMZN,Amazon.com Inc.,Consumer Discretionary,68,1275.8,751.38,51093.84,8/21/21,3.7,18.88,856.47,480.19,Sell,836.27,High
Client_17,JNJ,Johnson & Johnson,Health Care,18,1151.8,727.46,13094.28,1/14/21,0.76,15.43,1082.56,524.72,Sell,827.56,High
Client_17,SPY,SPDR S&P 500 ETF,ETF,116,702.75,824.51,95643.16,5/14/21,0.04,19.19,948.77,784.18,Hold,752.12,Medium
Client_17,TSLA,Tesla Inc.,Consumer Discretionary,50,485.76,587.97,29398.5,6/16/21,4.18,13.12,793.14,462.88,Buy,535.69,High
Client_17,AAPL,Apple Inc.,Technology,95,374.57,918.12,87221.4,12/19/21,0.68,17.97,1050.29,650.48,Buy,851.64,Medium
Client_17,MSFT,Microsoft Corp.,Technology,130,1350.57,316.7,41171,11/21/21,2.83,20.05,452.12,190.37,Buy,351.22,High
Client_17,WMT,Walmart Inc.,Consumer Staples,58,658.38,867.05,50288.9,12/9/21,2.49,10.91,1179.89,452.81,Buy,918.54,Low
Client_17,GOOGL,Alphabet Inc.,Communication Services,75,292.83,974.09,73056.75,2/16/21,1.4,23.4,,888.55,Sell,1112.92,Medium
Client_18,GOOGL,Alphabet Inc.,Communication Services,91,846.16,115.87,10544.17,12/9/21,0.11,17.72,143.41,62.15,Buy,132.39,Medium
Client_18,MSFT,Microsoft Corp.,Technology,65,1047.49,1052.02,68381.3,8/8/21,0.51,17.4,1514.31,799.24,Hold,1094.69,Medium
Client_18,VOO,Vanguard S&P 500 ETF,ETF,38,1456.45,967.36,36759.68,4/4/21,3.88,8.56,1450.57,637.15,Sell,1134.15,Low
Client_18,AAPL,Apple Inc.,Technology,63,594.96,1299.17,81847.71,10/25/21,2.08,9.33,1620.89,958.62,Hold,1555.32,Low
Client_18,WMT,Walmart Inc.,Consumer Staples,169,108.12,161.19,27241.11,3/10/21,0.81,23.28,193.97,103.23,Sell,185.21,Low
Client_18,IVV,iShares Core S&P 500 ETF,ETF,75,311.9,240.31,18023.25,1/26/21,2.13,24.92,,204.21,Hold,257.47,Low
Client_18,AMZN,Amazon.com Inc.,Consumer Discretionary,147,650.35,795.49,116937.03,3/6/21,4.22,8.58,1122.24,751.03,Sell,915.3,Low
Client_18,JNJ,Johnson & Johnson,Health Care,82,1454.51,285.46,23407.72,6/11/21,0.97,6.42,386.7,274.95,Buy,295.8,High
Client_18,SPY,SPDR S&P 500 ETF,ETF,37,250.39,474.09,17541.33,12/28/21,2.16,7.71,654.54,310.61,Sell,548.34,Low
Clienu_18,FB,Meta Platforms Inc.,Communication Services,193,421.84,433.92,83746.56,5/17/21,3.5,10.5,484.25,319.75,Sell,518.24,Medium
Client_18,BRK.A,Berkshire Hathaway Inc.,Financials,114,1278.98,1268.53,144612.42,5/23/21,4.8,15.37,1899.01,827.54,Sell,1178.98,High
Client_18,QQQ,Invesco QQQ Trust,ETF,140,621.73,615.43,86160.2,6/20/21,3.8,6.62,740.75,375.93,Buy,663.57,Low
Client_18,V,Visa Inc.,Financials,91,1099.11,234.61,21349.51,10/11/21,3.52,20.59,315.33,225.22,Sell,259.9,Medium
Client_18,DIA,SPDR Dow Jones Industrial Average ETF,ETF,17,388.82,406.88,6916.96,10/19/21,0.65,9.46,475.6,324.69,Sell,415.24,High
Client_18,TSLA,Tesla Inc.,Consumer Discretionary,68,1149.1,1083.15,73654.2,3/15/21,4.99,11.43,1101.28,813.47,Sell,987.95,High
Clientn19,WMT,Walmart Inc.,Consumer Staples,66,1188.51,313.51,20691.66,4/22/21,1.06,18.01,432.84,271.23,Hold,375.07,High
Client_19,FB,Meta Platforms Inc.,Communication Services,185,1130.54,376.99,69743.15,12/9/21,3,7.3,545.4,189,Hold,436.44,Low
Cjient_19,BRK.A,Berkshire Hathaway Inc.,Financials,40,1245.85,530.73,21229.2,3/10/21,2.89,22.8,692.54,374.68,Hold,594.88,Low
Client_19,QQQ,Invesco QQQ Trust,ETF,131,1060.99,1069.35,140084.85,2/21/21,2.59,10.47,1218.68,1065.95,Buy,965.41,Medium
Clienr_19,V,Visa Inc.,Financials,137,779.2,414.55,56793.35,8/25/21,3.18,5.75,560.01,348.8,Sell,414.27,High
Client_19,AMZN,Amazon.com Inc.,Consumer Discretionary,133,636.92,418.22,55623.26,3/9/21,2.97,11.53,513.08,216.53,Sell,425.42,Medium
Client_19,VOO,Vanguard S&P 500 ETF,ETF,92,941.12,1390.83,127956.36,1/11/21,0.01,19.51,1515.2,713.31,Sell,1419.45,High
Client_19,MSFT,Microsoft Corp.,Technology,109,473.29,727.35,79281.15,12/21/21,0.32,11.21,934.1,632.41,Hold,764.55,High
Client_19,TSLA,Tesla Inc.,Consumer Discretionary,142,335.65,497.55,70652.1,3/18/21,1,18.45,707.32,428.64,Hold,552.03,Medium
Client_19,IVV,iShares Core S&P 500 ETF,ETF,196,214.18,881.21,172717.16,2/27/21,2.8,10.21,1235.15,821.88,Hold,1015.99,Low
Client_19,DIA,SPDR Dow Jones Industrial Average ETF,ETF,63,67.47,1290.34,81291.42,10/17/21,1.94,15.27,1862.95,842.68,Sell,1349.03,High
Client_19,AAPL,Apple Inc.,Technology,145,451.79,1113.71,161487.95,3/22/21,2.7,24.76,1276.44,590.07,Hold,1156.02,Medium
Client_19,GOOGL,Alphabet Inc.,Communication Services,23,1046.83,695.98,16007.54,7/4/21,0.21,28.64,946.97,412.29,Buy,808.5,Low
Client_19,JNJ,Johnson & Johnson,Health Care,27,188.49,1049.32,28331.64,,4.48,21.35,1079.35,811.63,Buy,1056.52,Medium
Client_19,SPY,SPDR S&P 500 ETF,ETF,52,576.22,538.3,27991.6,12/20/21,2.27,17.86,595.88,275.72,Buy,607.24,High
Client_20,MSFT,Microsoft Corp.,,183,909.14,1332.77,243896.91,3/7/21,0.74,26.61,1940.45,1229.94,Hold,1342.79,High
Client_20,TSLA,Tesla Inc.,Consumer Discretionary,135,750.59,1392.04,187925.4,2/20/21,0.52,13.84,1737.5,1120.37,Buy,1460.46,High
Client_20,VOO,Vanguard S&P 500 ETF,ETF,15,1413.56,267.83,4017.45,9/13/21,0.26,25.91,301.36,190.4,Buy,271.93,Medium
Client_20,GOOGL,Alphabet Inc.,Communication Services,47,1089.66,771.86,36277.42,8/3/21,3.42,18.18,1096.31,495.42,Hold,780.58,Medium
Client_20,DIA,SPDR Dow Jones Industrial Average ETF,ETF,196,245.52,285.59,55975.64,7/18/21,4.5,19.06,306.14,221.91,Sell,304.11,High
Client_20,JNJ,Johnson & Johnson,Health Care,190,866.24,346.83,65897.7,3/4/21,1.69,15.99,408.19,276.8,Hold,361.73,High
Clientb20,QQQ,Invesco QQQ Trust,ETF,75,606.57,966.25,72468.75,4/2/21,3.48,29.86,1427.02,901.44,Sell,1103.85,Medium
Client_20,AAPL,Apple Inc.,Technology,127,954.93,116.89,14845.03,12/8/21,3.27,15.59,159.91,108.33,Hold,137.5,High
Client_20,V,Visa Inc.,Financials,82,474.92,990.98,81260.36,10/17/21,3.1,14.06,1022.34,571.42,Buy,915.63,Low
Client_20,SPY,SPDR S&P 500 ETF,ETF,19,816.76,1201.52,22828.88,11/20/21,3.63,13.08,1453.22,829.38,Hold,1412.22,Low
Client_20,IVV,iShares Core S&P 500 ETF,ETF,181,433.36,548.74,99321.94,6/20/21,3.15,16.34,594.22,395.48,Hold,640.7,High
Client_20,BRK.A,Berkshire Hathaway Inc.,Financials,63,366.91,848.82,53475.66,4/17/21,3.26,19.43,850.97,789.91,Buy,866.38,Medium
Client_20,FB,Meta Platforms Inc.,Communication Services,199,917.28,549.93,109436.07,1/10/21,4.33,28.88,591.32,513.24,Hold,616.84,Low
Client_20,AMZN,Amazon.com Inc.,Consumer Discretionary,151,469.67,1021.92,154309.92,12/20/21,0.62,26.31,1461.37,725.79,Sell,1043.91,Low
Client_20,WMT,Walmart Inc.,Consumer Staples,95,1022.36,938.81,89186.95,5/18/21,1.99,26.16,1116.74,637.61,Buy,992.49,Medium
Client_21,WMT,Walmart Inc.,Consumer Staples,132,952.27,585.66,77307.12,10/21/21,4.71,6.49,657.95,566.51,Buy,649.23,Medium
Client_21,VOO,Vanguard S&P 500 ETF,ETF,114,801.42,486.61,55473.54,10/23/21,3.22,5.02,619.18,438.87,Buy,575.11,Low
Client_21,MSFT,Microsoft Corp.,Technology,109,1452.21,629.18,68580.62,4/13/21,1.4,27.22,847.66,416.55,Hold,614.54,Low
Client_21,GOOGL,Alphabet Inc.,Communication Services,187,521.41,1284.16,240137.92,11/17/21,4.35,9.43,1334.51,909.49,Hold,1419.56,Low
Client_21,DIA,SPDR Dow Jones Industrial Average ETF,ETF,80,823.51,1084.54,86763.2,10/17/21,2.08,7.61,1395.73,696.04,Sell,1091.98,Medium
Client_21,SPY,SPDR S&P 500 ETF,ETF,126,875.05,789.13,99430.38,11/18/21,1.76,24.11,1084.81,595.19,Sell,,Low
Client_21,QQQ,Invesco QQQ Trust,ETF,42,863.7,476.69,20020.98,1/1/21,0.25,17.26,549.46,276.65,Hold,523.05,High
Client_21,JNJ,Johnson & Johnson,Health Care,188,738.38,713.66,134168.08,6/25/21,4.38,23.99,831.43,385.16,Buy,680.78,Medium
Client_21,BRK.A,Berkshire Hathaway Inc.,Financials,42,978.51,513.78,21578.76,10/22/21,2.66,19.79,674.55,371.6,Hold,571.55,Low
Client_21,AAPL,Apple Inc.,Technology,169,1235.9,1417.31,239525.39,5/3/21,2.36,27.31,1815.45,1077.25,Buy,1500.07,High
Client_21,IVV,iShares Core S&P 500 ETF,ETF,142,539.14,1255.84,178329.28,12/4/21,0.17,19.58,1624.47,1022.15,Hold,1223.6,Medium
Client_21,TSLA,Tesla Inc.,Consumer Discretionary,61,1372.46,876.11,53442.71,12/22/21,0.98,5.8,1261.18,577.86,Sell,1040.19,Medium
Client_21,AMZN,Amazon.com Inc.,Consumer Discretionary,98,382.68,1099.21,107722.58,3/1/21,3.78,14.12,1135,1021.06,Buy,1082.34,High
Client_21,FB,Meta Platforms Inc.,Communication Services,11,524.46,186.56,2052.16,12/6/21,4.25,14.53,222.08,153.62,Hold,208.22,Low
Client_21,V,Visa Inc.,Financials,30,612.35,542.41,16272.3,7/7/21,0.78,22.93,,386.1,Sell,519.04,Low
Client_22,SPY,SPDR S&P 500 ETF,ETF,50,144.06,862.94,43147,3/13/21,0.81,15.47,899.76,472.3,Buy,844.86,Medium
Cloent_22,QQQ,Invesco QQQ Trust,ETF,167,1050.74,701.58,117163.86,4/21/21,2.53,18.5,946.17,538.18,Buy,632.26,Low
Client_22,TSLA,Tesla Inc.,Consumer Discretionary,147,367.32,655.27,96324.69,12/23/21,4.57,28.49,893.86,333.91,Hold,717.08,Medium
Client_22,V,Visa Inc.,Financials,175,372.3,334.18,58481.5,9/28/21,4.09,23.78,346.17,285.95,Buy,356.06,High
Client_22,JNJ,Johnson & Johnson,Health Care,94,1285.67,1387.92,130464.48,7/14/21,0.08,27.12,1924.63,1328.04,Sell,1403.34,Medium
Client_22,DIA,SPDR Dow Jones Industrial Average ETF,ETF,169,747.98,777.1,131329.9,9/6/21,0.92,29.42,842.16,487.67,Sell,922.8,Low
Cliezt_22,AMZN,Amazon.com Inc.,Consumer Discretionary,51,291.37,555.04,28307.04,12/11/21,0.14,,703.4,407.54,Buy,594.96,Medium
Client_22,WMT,Walmart Inc.,Consumer Staples,116,1118.95,759.53,88105.48,2/24/21,1.15,13.33,831.98,437.43,Buy,732.76,High
Client_22,FB,Meta Platforms Inc.,Communication Services,189,210.89,,252776.16,12/15/21,4.95,5.56,1475.11,874.97,Sell,1507.84,Medium
Client_22,IVV,iShares Core S&P 500 ETF,ETF,70,1392.46,1144.58,80120.6,7/2/21,0.33,18.05,1175.26,830,Buy,1224.63,Medium
Client_22,BRK.A,Berkshire Hathaway Inc.,Financials,12,478.92,1411.65,16939.8,11/6/21,2.15,8.96,1545.87,1060.45,Sell,1640.25,High
Client_22,AAPL,Apple Inc.,Technology,54,168.64,65.47,3535.38,12/3/21,1.51,18.41,88.42,35.52,Sell,65.11,High
Client_22,MSFT,Microsoft Corp.,,179,571.32,395.61,70814.19,4/17/21,2.55,26.6,426.55,303.11,Sell,466.35,High
Client_22,GOOGL,Alphabet Inc.,Communication Services,193,511.03,1485.88,286774.84,8/16/21,1.33,17.48,2079.88,1006.82,Hold,1581.94,Low
Client_22,VOO,Vanguard S&P 500 ETF,ETF,143,1069.38,1271.14,181773.02,9/22/21,3.18,19.7,1622.48,1236.49,Buy,1379.4,Medium
Client_23,V,Visa Inc.,Financials,93,1210.97,1068.68,99387.24,4/13/21,2.55,27.58,1296.51,671.76,Hold,1006.03,Medium
Client_23,MSFT,Microsoft Corp.,Technology,71,887.03,323.24,22950.04,4/24/21,2.32,22.43,390.47,305.32,Buy,331.19,Low
Client_23,TSLA,Tesla Inc.,Consumer Discretionary,153,451.17,657.43,100586.79,10/7/21,4.93,28.49,686.03,531.99,Buy,776.41,Low
Client_23,WMT,Walmart Inc.,Consumer Staples,171,656.06,1433.48,245125.08,1/6/21,3.77,22.16,1512.36,843.2,Buy,1370.25,High
Client_23,VOO,Vanguard S&P 500 ETF,ETF,163,481.66,1418.66,231241.58,7/11/21,1.22,22.6,2081.6,1069.95,Buy,1283.83,High
Client_23,BRK.A,Berkshire Hathaway Inc.,Financials,85,1233.62,272.14,23131.9,12/3/21,1.43,17.04,355.89,188.81,Buy,281.75,Low
Client_23,QQQ,Invesco QQQ Trust,ETF,180,668.73,841.85,151533,4/21/21,3.46,26.06,871.4,663.76,Hold,977.45,Medium
Client_23,AMZN,Amazon.com Inc.,Consumer Discretionary,12,841.71,1413.73,16964.76,5/28/21,2.49,24.99,1661.76,1411.03,Sell,1453.54,Low
Client_23,AAPL,Apple Inc.,Technology,117,1346.46,836.08,97821.36,10/4/21,0.53,22.22,1248.25,484.34,Hold,956.48,High
Client_23,JNJ,Johnson & Johnson,Health Care,159,526.36,1364.77,216998.43,3/2/21,0.45,6.35,2008.28,983.69,Hold,1414.14,High
Client_23,SPY,SPDR S&P 500 ETF,ETF,113,981.63,1211.45,136893.85,4/21/21,2.58,11.93,1808.09,1006.02,Buy,1318.26,Low
Client_23,DIA,SPDR Dow Jones Industrial Average ETF,ETF,119,884.69,357.5,42542.5,8/19/21,0.19,20.51,430.48,189.98,Buy,356.63,High
Client_23,GOOGL,Alphabet Inc.,Communication Services,109,151.3,147.49,16076.41,8/10/21,4.58,16.83,173.2,116.78,Buy,142.58,Medium
Client_23,FB,Meta Platforms Inc.,Communication Services,25,164.82,293.88,7347,7/16/21,2.58,24.52,426.76,270.97,Hold,341.33,High
Client_23,IVV,iShares Core S&P 500 ETF,ETF,141,551.86,280.07,39489.87,7/4/21,4.89,13.26,391.8,225.45,Sell,334.48,High
Client_24,VOO,Vanguard S&P 500 ETF,ETF,74,787.48,935.78,69247.72,4/6/21,2.57,10.64,1223,825.74,Hold,849.38,Low
Client_24,QQQ,Invesco QQQ Trust,ETF,36,1217.91,1231.38,44329.68,1/12/21,3.28,13.85,1258.61,813.93,Sell,1454.66,Low
Client_24,BRK.A,Berkshire Hathaway Inc.,Financials,39,373.19,1036.69,40430.91,10/15/21,4.65,17.43,1436.55,964.95,,1242.3,Low
Client_24,MSFT,Microsoft Corp.,Technology,65,697.04,422.78,27480.7,12/7/21,1.98,29.35,608.04,390.45,Sell,446.7,Medium
Client_24,GOOGL,Alphabet Inc.,Communication Services,14,1386.72,110.98,1553.72,8/23/21,0.5,12.13,127.73,83.63,Sell,113.42,Medium
Ccient_24,AMZN,Amazon.com Inc.,Consumer Discretionary,164,926.84,1341.45,219997.8,10/24/21,0.69,6.2,1691.07,1052.6,Buy,1242.58,Low
Client_24,DIA,SPDR Dow Jones Industrial Average ETF,ETF,28,811.34,1300.52,36414.56,11/15/21,0.08,27.79,1593.08,1206.65,Buy,1260.54,Low
Client_24,TSLA,Tesla Inc.,Consumer Discretionary,41,1185.82,792.41,32488.81,7/6/21,2.12,6.61,879.3,786.7,Sell,870.82,Medium
Client_2f,IVV,iShares Core S&P 500 ETF,ETF,169,645.3,1452.76,245516.44,6/25/21,1.86,26.61,1529.16,1081.63,Buy,1346.75,Low
Client_24,FB,Meta Platforms Inc.,Communication Services,23,446.89,788.78,18141.94,6/15/21,4.4,20.05,823.12,760.16,Buy,809.93,Medium
Client_24,SPY,SPDR S&P 500 ETF,ETF,182,1223.48,1077.26,196061.32,7/16/21,0.28,12.23,1366.62,730.23,Sell,1000.43,High
Client_24,AAPL,Apple Inc.,Technology,14,1446.79,126.39,1769.46,10/1/21,3.42,18.01,132.35,68.73,Buy,137.29,High
Client_24,V,Visa Inc.,Financials,129,1435.6,613.72,79169.88,6/23/21,3.55,27.87,902.96,487.58,Sell,569.04,Medium
Client_24,WMT,Walmart Inc.,Consumer Staples,81,1337.33,1124.01,91044.81,7/15/21,1.95,19.38,1216.83,915.62,Sell,1232.87,Medium
Client_24,JNJ,Johnson & Johnson,Health Care,69,284.32,1209.62,83463.78,11/10/21,1.33,29.53,1240.89,1048.16,Buy,1199.07,Medium
Cllent_25,WMT,Walmart Inc.,Consumer Staples,199,983.44,625.76,124526.24,4/21/21,2.76,21.22,897.87,350.17,Hold,683.43,High
Client_25,JNJ,Johnson & Johnson,Health Care,171,692.41,474.78,81187.38,5/26/21,3.77,18.44,582.46,423.68,Sell,506.1,Low
Client_25,AMZN,Amazon.com Inc.,Consumer Discretionary,32,302.22,956.47,30607.04,6/24/21,1.94,12.36,1003.59,683.56,Buy,1130.9,High
Client_25,DIA,SPDR Dow Jones Industrial Average ETF,ETF,85,458.53,1386.89,117885.65,8/26/21,3.98,28.91,1782.69,940.88,Sell,1632.07,Medium
